eckID,gene,JW id,direction,left nt,right nt,left nt,right nt,b number,direction,left,right,left,right,verified,colonies_tested,percent,LB_22hr,MOPS_24hr,MOPS_48hr,genetic,PEC,MG_Tn5,Score,,,,,,
ECK0157,btuF,JW0154,-,177662,178462,177683,178459,b0158,-,177662,178462,177683,178459,2,8,25.0 ,0.764 ,0.189 ,0.246 ,N,u,u,-2,,,,,,
ECK0158,pfs,JW0155,-,178455,179153,178476,179150,b0159,-,178455,179153,178476,179150,5,8,62.5 ,0.635 ,0.151 ,0.101 ,E,N,u,-2,,,,,,
ECK0159,dgt,JW0156,+,179237,180754,179240,180733,b0160,+,179237,180754,179240,180733,6,8,75.0 ,0.828 ,0.203 ,0.128 ,N,N,N,-4,,,,,,
ECK0160,degP,JW0157,+,180884,182308,180887,182287,b0161,+,180884,182308,180887,182287,4,4,100.0 ,0.357 ,0.249 ,0.265 ,N,N,N,-4,,,,,,
ECK0161,cdaR,JW5013,+,182463,183620,182466,183599,b0162,+,182463,183620,182466,183599,8,8,100.0 ,0.752 ,0.298 ,0.348 ,N,u,N,-3,,,,,,
ECK0162,yaeH,JW0159,-,183709,184095,183730,184092,b0163,-,183709,184095,183730,184092,8,8,100.0 ,0.764 ,0.419 ,0.467 ,N,u,u,-2,,,,,,
ECK0163,yaeI,JW5014,-,184257,185069,184278,185066,b0164,-,184257,185069,184278,185066,8,8,100.0 ,0.795 ,0.209 ,0.249 ,N,u,u,-2,,,,,,
ECK0164,dapD,JW0161,-,185123,185947,185144,185944,b0166,-,185123,185947,185144,185944,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,u,1,,,,,,
ECK0165,glnD,JW0162,-,185978,188650,185999,188647,b0167,-,185978,188650,185999,188647,7,8,87.5 ,0.506 ,0.373 ,0.316 ,E,N,N,-3,,,,,,
ECK0166,map,JW0163,-,188712,189506,188733,189503,b0168,-,188712,189506,188733,189503,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0168,rpsB,JW0164,+,189874,190599,189877,190578,b0169,+,189874,190599,189877,190578,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0169,tsf,JW0165,+,190857,191708,190860,191687,b0170,+,190857,191708,190860,191687,0,8,0.0 ,N.A.,N.A.,N.A.,E,u,u,2,,,,,,
ECK0170,pyrH,JW0166,+,191855,192580,191858,192559,b0171,+,191855,192580,191858,192559,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0171,frr,JW0167,+,192872,193429,192875,193408,b0172,+,192872,193429,192875,193408,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0172,dxr,JW0168,+,193521,194717,193524,194696,b0173,+,193521,194717,193524,194696,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0173,ispU,JW0169,+,194903,195664,194906,195643,b0174,+,194903,195664,194906,195643,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0174,cdsA,JW5810,+,195677,196534,195680,196513,b0175,+,195677,196534,195680,196513,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0175,yaeL,JW0171,+,196546,197898,196549,197877,b0176,+,196546,197898,196549,197877,0,8,0.0 ,N.A.,N.A.,N.A.,N,E,u,2,,,,,,
ECK0176,yaeT,JW0172,+,197928,200360,197931,200339,b0177,+,197928,200360,197931,200339,0,8,0.0 ,N.A.,N.A.,N.A.,E,u,u,2,,,,,,
none,none,JW5015,+,200361,200471,200364,200450,none,+,200361,200471,200364,200450,4,8,50.0 ,0.666 ,0.475 ,0.544 ,-,u,u,-1.5,,,,,,
ECK0177,hlpA,JW0173,+,200482,200967,200485,200946,b0178,+,200482,200967,200485,200946,4,4,100.0 ,0.717 ,0.541 ,0.558 ,N,E,u,-1,,,,,,
ECK0178,lpxD,JW0174,+,200971,201996,200974,201975,b0179,+,200971,201996,200974,201975,0,8,0.0 ,N.A.,N.A.,N.A.,?,E,u,2.5,,,,,,
ECK0179,fabZ,JW0175,+,202101,202556,202104,202535,b0180,+,202101,202556,202104,202535,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0180,lpxA,JW0176,+,202560,203348,202563,203327,b0181,+,202560,203348,202563,203327,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0181,lpxB,JW0177,+,203348,204496,203351,204475,b0182,+,203348,204496,203351,204475,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0182,rnhB,JW0178,+,204493,205089,204496,205068,b0183,+,204493,205089,204496,205068,3,8,37.5 ,0.784 ,0.374 ,0.605 ,E,N,u,-2,,,,,,
ECK0183,dnaE,JW0179,+,205126,208608,205129,208587,b0184,+,205126,208608,205129,208587,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0184,accA,JW0180,+,208621,209580,208624,209559,b0185,+,208621,209580,208624,209559,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0185,ldcC,JW0181,+,209679,211820,209682,211799,b0186,+,209679,211820,209682,211799,7,8,87.5 ,0.754 ,0.272 ,0.307 ,N,N,u,-3,,,,,,
ECK0186,yaeR,JW0182,+,211877,212266,211880,212245,b0187,+,211877,212266,211880,212245,7,8,87.5 ,0.755 ,0.236 ,0.291 ,N,u,N,-3,,,,,,
ECK0187,tilS,JW0183,+,212331,213629,212334,213608,b0188,+,212331,213629,212334,213608,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0188,rof,JW0184,-,213678,213932,213699,213929,b0189,-,213678,213932,213699,213929,8,8,100.0 ,0.732 ,0.388 ,0.428 ,N,u,u,-2,,,,,,
ECK0189,yaeP,JW0185,-,213925,214125,213946,214122,b4406,-,213925,214125,213946,214122,5,8,62.5 ,0.787 ,0.226 ,0.286 ,-,u,u,-1.5,,,,,,
ECK0190,yaeQ,JW0186,+,214291,214836,214294,214815,b0190,+,214291,214836,214294,214815,8,8,100.0 ,0.782 ,0.435 ,0.580 ,N,u,u,-2,,,,,,
ECK0191,yaeJ,JW0187,+,214833,215255,214836,215234,b0191,+,214833,215255,214836,215234,8,8,100.0 ,0.854 ,0.315 ,0.379 ,N,u,u,-2,,,,,,
ECK0192,nlpE,JW0188,+,215269,215979,215272,215958,b0192,+,215269,215979,215272,215958,3,4,75.0 ,0.801 ,0.293 ,0.346 ,N,N,N,-4,,,,,,
ECK0193,yaeF,JW5016,-,216179,217003,216200,217000,b0193,-,216179,217003,216200,217000,7,8,87.5 ,0.713 ,0.194 ,0.163 ,N,u,N,-3,,,,,,
ECK0194,proS,JW0190,-,217057,218775,217078,218772,b0194,-,217057,218775,217078,218772,0,8,0.0 ,N.A.,N.A.,N.A.,E,E,u,3,,,,,,
ECK0195,yaeB,JW0191,-,218887,219594,218908,219591,b0195,-,218887,219594,218908,219591,8,8,100.0 ,0.829 ,0.317 ,0.302 ,?,u,N,-2.5,,,,,,
ECK0196,rcsF,JW0192,-,219591,219995,219612,219992,b0196,-,219591,219995,219612,219992,8,8,100.0 ,0.800 ,0.266 ,0.281 ,N,N,N,-4,,,,,,
ECK0197,metQ,JW0193,-,220113,220928,220134,220925,b0197,-,220113,220928,220134,220925,2,8,25.0 ,0.695 ,0.278 ,0.336 ,N,u,u,-2,,,,,,
ECK0198,metI,JW0194,-,220968,221621,220989,221618,b0198,-,220968,221621,220989,221618,8,8,100.0 ,0.770 ,0.444 ,0.669 ,N,u,N,-3,,,,,,
ECK0199,metN,JW0195,-,221614,222645,221635,222642,b0199,-,221614,222645,221635,222642,7,8,87.5 ,0.786 ,0.389 ,0.649 ,N,u,N,-3,,,,,,
ECK0200,gmhB,JW0196,+,222833,223408,222836,223387,b0200,+,222833,223408,222836,223387,3,8,37.5 ,0.295 ,0.204 ,0.187 ,N,u,N,-3,,,,,,
ECK0207,dkgB,JW0197,+,229167,229970,229170,229949,b0207,+,229167,229970,229170,229949,7,8,87.5 ,0.873 ,0.311 ,0.328 ,N,u,N,-3,,,,,,
ECK0208,yafC,JW0198,-,229967,230881,229988,230878,b0208,-,229967,230881,229988,230878,4,4,100.0 ,0.867 ,0.297 ,0.331 ,N,u,N,-3,,,,,,
ECK0209,yafD,JW5017,+,231122,231922,231125,231901,b0209,+,231122,231922,231125,231901,5,8,62.5 ,0.440 ,0.220 ,0.204 ,N,u,u,-2,,,,,,
ECK0210,yafE,JW0200,+,231926,232549,231929,232528,b0210,+,231926,232549,231929,232528,8,8,100.0 ,0.795 ,0.305 ,0.334 ,E,u,u,-1,,,,,,
ECK0211,mltD,JW5018,-,232597,233955,232618,233952,b0211,-,232597,233955,232618,233952,7,8,87.5 ,0.826 ,0.440 ,0.365 ,N,N,N,-4,,,,,,
ECK0212,gloB,JW0202,-,234027,234782,234048,234779,b0212,-,234027,234782,234048,234779,7,8,87.5 ,0.773 ,0.250 ,0.425 ,N,u,N,-3,,,,,,
ECK0213,yafS,JW0203,+,234816,235538,234819,235517,b0213,+,234816,235538,234819,235517,6,8,75.0 ,0.791 ,0.355 ,0.369 ,N,u,N,-3,,,,,,
ECK0214,rnhA,JW0204,-,235535,236002,235556,235999,b0214,-,235535,236002,235556,235999,8,8,100.0 ,0.728 ,0.214 ,0.196 ,E,N,u,-2,,,,,,
ECK0215,dnaQ,JW0205,+,236067,236798,236070,236777,b0215,+,236067,236798,236070,236777,7,8,87.5 ,0.837 ,0.199 ,0.176 ,E,N,N,-3,,,,,,
ECK0217,yafT,JW0206,+,237335,238120,237338,238099,b0217,+,237335,238120,237338,238099,8,8,100.0 ,0.751 ,0.412 ,0.467 ,N,u,u,-2,,,,,,
ECK0218,yafU,JW0207,-,238746,239084,238767,239081,b0218,-,238746,239084,238767,239081,3,4,75.0 ,0.773 ,0.424 ,0.534 ,N,u,N,-3,,,,,,
ECK0219,yafF,JW0208,+,239190,239378,239193,239357,b4503,+,239190,239378,239193,239357,0,8,0.0 ,N.A.,N.A.,N.A.,-,u,u,1.5,,,,,,
ECK0220,yafV,JW5019,-,239419,240189,239440,240186,b0219,-,239419,240189,239440,240186,8,8,100.0 ,0.773 ,0.233 ,0.212 ,N,u,N,-3,,,,,,
ECK0221,ivy,JW0210,+,240343,240816,240346,240795,b0220,+,240343,240816,240346,240795,5,8,62.5 ,0.803 ,0.242 ,0.271 ,N,u,u,-2,,,,,,
ECK0222,fadE,JW5020,-,240859,243303,240880,243300,b0221,-,240859,243303,240880,243300,8,8,100.0 ,0.750 ,0.327 ,0.450 ,N,u,u,-2,,,,,,
ECK0223,lpcA,JW0212,+,243543,244121,243546,244100,b0222,+,243543,244121,243546,244100,5,8,62.5 ,0.437 ,0.210 ,0.222 ,N,N,u,-3,,,,,,
ECK0224,yafJ,JW0213,+,244327,245094,244330,245073,b0223,+,244327,245094,244330,245073,4,8,50.0 ,0.768 ,0.323 ,0.332 ,N,N,u,-3,,,,,,
ECK0225,yafK,JW0214,-,245065,245805,245086,245802,b0224,-,245065,245805,245086,245802,8,8,100.0 ,0.788 ,0.404 ,0.583 ,N,N,N,-4,,,,,,
ECK0226,yafQ,JW0215,-,245961,246239,245982,246236,b0225,-,245961,246239,245982,246236,8,8,100.0 ,0.714 ,0.164 ,0.180 ,?,N,u,-2.5,,,,,,
ECK0227,dinJ,JW0216,-,246242,246502,246263,246499,b0226,-,246242,246502,246263,246499,8,8,100.0 ,0.681 ,0.356 ,0.375 ,N,N,N,-4,,,,,,
ECK0228,yafL,JW0217,+,246712,247461,246715,247440,b0227,+,246712,247461,246715,247440,2,8,25.0 ,0.753 ,0.254 ,0.225 ,N,N,N,-4,,,,,,
ECK0229,yafM,JW0218,+,247637,248134,247640,248113,b0228,+,247637,248134,247640,248113,7,8,87.5 ,0.727 ,0.297 ,0.330 ,N,N,N,-4,,,,,,
ECK0230,fhiA,JW5811,-,248358,250070,248379,250067,b0229,-,248358,250070,248379,250067,8,8,100.0 ,0.756 ,0.389 ,0.474 ,N,N,u,-3,,,,,,
ECK0231,mbhA,JW5812,+,250072,250827,250075,250806,b0230,+,250072,250827,250075,250806,8,8,100.0 ,0.738 ,0.329 ,0.384 ,N,N,N,-4,,,,,,
ECK0232,dinB,JW0221,+,250898,251953,250901,251932,b0231,+,250898,251953,250901,251932,8,8,100.0 ,0.829 ,0.390 ,0.469 ,N,N,N,-4,,,,,,
ECK0233,yafN,JW0222,+,252005,252298,252008,252277,b0232,+,252005,252298,252008,252277,2,4,50.0 ,0.734 ,0.314 ,0.362 ,N,N,u,-3,,,,,,
ECK0234,yafO,JW0223,+,252301,252699,252304,252678,b0233,+,252301,252699,252304,252678,8,8,100.0 ,0.751 ,0.391 ,0.480 ,N,N,N,-4,,,,,,
ECK0235,yafP,JW0224,+,252709,253161,252712,253140,b0234,+,252709,253161,252712,253140,8,8,100.0 ,0.762 ,0.299 ,0.320 ,N,N,u,-3,,,,,,
ECK0236,ykfJ,JW0225,+,253467,253733,253470,253712,b0235,+,253467,253733,253470,253712,6,8,75.0 ,0.849 ,0.370 ,0.426 ,N,N,u,-3,,,,,,
ECK0237,prfH,JW0226,+,253702,254202,253705,254181,b0236,+,253702,254202,253705,254181,8,8,100.0 ,0.786 ,0.232 ,0.147 ,N,N,u,-3,,,,,,
ECK0238,pepD,JW0227,-,254259,255716,254280,255713,b0237,-,254259,255716,254280,255713,4,4,100.0 ,0.816 ,0.283 ,0.349 ,N,N,u,-3,,,,,,
ECK0239,gpt,JW0228,+,255977,256435,255980,256414,b0238,+,255977,256435,255980,256414,7,8,87.5 ,0.785 ,0.402 ,0.581 ,?,N,N,-3.5,,,,,,
ECK0240,frsA,JW0229,+,256527,257771,256530,257750,b0239,+,256527,257771,256530,257750,7,8,87.5 ,0.805 ,0.535 ,0.533 ,N,N,u,-3,,,,,,
ECK0241,crl,JW0230,+,257829,258230,257832,258209,b0240,+,257829,258230,257832,258209,8,8,100.0 ,0.778 ,0.341 ,0.233 ,N,N,u,-3,,,,,,
ECK0242,phoE,JW0231,-,258269,259324,258290,259321,b0241,-,258269,259324,258290,259321,6,8,75.0 ,0.752 ,0.210 ,0.347 ,N,N,u,-3,,,,,,
ECK0243,proB,JW0232,+,259612,260715,259615,260694,b0242,+,259612,260715,259615,260694,6,8,75.0 ,0.804 ,0.003 ,0.003 ,N,N,u,-3,,,,,,
ECK0244,proA,JW0233,+,260727,261980,260730,261959,b0243,+,260727,261980,260730,261959,7,8,87.5 ,0.811 ,0.007 ,0.011 ,N,N,N,-4,,,,,,
ECK0246,ykfI,JW0234,-,262552,262893,262573,262890,b0245,-,262552,262893,262573,262890,8,8,100.0 ,0.768 ,0.377 ,0.465 ,E,N,N,-3,,,,,,
ECK0247,yafW,JW0235,-,262914,263231,262935,263228,b0246,-,262914,263231,262935,263228,4,8,50.0 ,0.639 ,0.229 ,0.261 ,N,N,N,-4,,,,,,
ECK0248,ykfH,JW5956,-,263250,263471,263271,263468,b4504,-,263250,263471,263271,263468,8,8,100.0 ,0.777 ,0.383 ,0.514 ,-,u,u,-1.5,,,,,,
ECK0249,ykfG,JW0236,-,263480,263956,263501,263953,b0247,-,263480,263956,263501,263953,8,8,100.0 ,0.763 ,0.283 ,0.310 ,N,N,N,-4,,,,,,
ECK0250,yafX,JW5022,-,263972,264430,263993,264427,b0248,-,263972,264430,263993,264427,7,8,87.5 ,0.554 ,0.167 ,0.552 ,N,N,u,-3,,,,,,
ECK0251,ykfF,JW5023,-,264528,264767,264549,264764,b0249,-,264528,264767,264549,264764,8,8,100.0 ,0.672 ,0.209 ,0.420 ,N,N,u,-3,,,,,,
ECK0252,ykfB,JW0239,-,264844,265311,264865,265308,b0250,-,264844,265311,264865,265308,8,8,100.0 ,0.823 ,0.283 ,0.307 ,N,N,u,-3,,,,,,
ECK0253,yafY,JW0240,-,265334,266191,265355,266188,b0251,-,265334,266191,265355,266188,8,8,100.0 ,0.757 ,0.209 ,0.195 ,N,N,N,-4,,,,,,
none,none,JW0241,-,265777,265953,265798,265950,none,-,265777,265953,265798,265950,8,8,100.0 ,0.749 ,0.221 ,0.120 ,-,u,u,-1.5,,,,,,
ECK0254,yafZ,JW0242,-,266408,267229,266429,267226,b0252,-,266408,267229,266429,267226,8,8,100.0 ,0.816 ,0.299 ,0.420 ,N,N,u,-3,,,,,,
ECK0255,ykfA,JW0243,-,267321,268184,267342,268181,b0253,-,267321,268184,267342,268181,8,8,100.0 ,0.695 ,0.297 ,0.335 ,N,N,u,-3,,,,,,
ECK0256,perR,JW0244,-,268513,269406,268534,269403,b0254,-,268513,269406,268534,269403,4,4,100.0 ,0.773 ,0.343 ,0.364 ,N,N,u,-3,,,,,,
ECK0257,insN,JW5024,+,269466,269870,N.T.,N.T.,b0255,+,269466,269870,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N,N,u,-1.5,,,,,,
ECK0258,insI,JW0246,+,269827,270978,N.T.,N.T.,b0256,+,269827,270978,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N,N,u,-1.5,,,,,,
ECK0259,insO,JW0247,+,271054,271479,271057,271458,b0257,+,271054,271479,271057,271458,6,8,75.0 ,0.732 ,0.281 ,0.324 ,N,N,N,-4,,,,,,
none,none,JW5025,+,271925,272047,271928,272026,none,+,271925,272047,271928,272026,4,8,50.0 ,0.849 ,0.254 ,0.320 ,-,u,u,-1.5,,,,,,
ECK0260,ykfC,JW5813,+,272071,273216,272074,273195,b0258,+,272071,273216,272074,273195,5,8,62.5 ,0.518 ,0.501 ,0.895 ,N,N,N,-4,,,,,,
ECK0261,insH,JW0250,-,273325,274341,N.T.,N.T.,b0259,-,273325,274341,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N,N,u,-1.5,,,,,,
ECK0262,mmuP,JW5027,+,274549,275952,274552,275931,b0260,+,274549,275952,274552,275931,6,8,75.0 ,0.945 ,0.306 ,0.328 ,N,N,u,-3,,,,,,
ECK0263,mmuM,JW0253,+,275939,276871,275942,276850,b0261,+,275939,276871,275942,276850,8,8,100.0 ,0.763 ,0.375 ,0.383 ,N,N,N,-4,,,,,,
ECK0264,afuC,JW0254,-,276980,278026,277001,278023,b0262,-,276980,278026,277001,278023,8,8,100.0 ,0.717 ,0.418 ,0.442 ,N,N,N,-4,,,,,,
ECK0265,afuB,JW0255,-,278038,278400,278059,278397,b0263,-,278038,278400,278059,278397,4,8,50.0 ,0.758 ,0.398 ,0.475 ,N,N,u,-3,,,,,,
ECK0022,insB,JW0256,-,278402,278905,N.T.,N.T.,b0264,-,278402,278905,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N,u,u,-0.5,,,,,,
ECK0023,insA,JW0257,-,278824,279099,N.T.,N.T.,b0265,-,278824,279099,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,E,u,u,0.5,,,,,,
ECK0266,ykgN,JW0258,-,279248,279586,279269,279583,b4505,-,279248,279586,279269,279583,6,8,75.0 ,0.767 ,0.291 ,0.303 ,-,u,u,-1.5,,,,,,
ECK0267,yagB,JW0259,-,279609,279959,279630,279956,b0266,-,279609,279959,279630,279956,8,8,100.0 ,0.717 ,0.190 ,0.209 ,N,N,u,-3,,,,,,
ECK0268,yagA,JW0260,-,280053,281207,280074,281204,b0267,-,280053,281207,280074,281204,7,8,87.5 ,0.743 ,0.332 ,0.374 ,N,N,u,-3,,,,,,
ECK0269,yagE,JW0261,+,281481,282410,281484,282389,b0268,+,281481,282410,281484,282389,8,8,100.0 ,0.796 ,0.333 ,0.548 ,N,N,u,-3,,,,,,
ECK0270,yagF,JW0262,+,282425,284392,282428,284371,b0269,+,282425,284392,282428,284371,2,8,25.0 ,0.795 ,0.298 ,0.316 ,N,N,u,-3,,,,,,
ECK0271,yagG,JW0263,+,284619,286001,284622,285980,b0270,+,284619,286001,284622,285980,0,8,0.0 ,N.A.,N.A.,N.A.,E,N,N,0,,,,,,
ECK0272,yagH,JW0264,+,286013,287623,286016,287602,b0271,+,286013,287623,286016,287602,5,8,62.5 ,0.810 ,0.446 ,0.766 ,E,N,u,-2,,,,,,
ECK0273,yagI,JW0265,-,287628,288386,287649,288383,b0272,-,287628,288386,287649,288383,5,8,62.5 ,0.814 ,0.346 ,0.411 ,N,N,N,-4,,,,,,
ECK0274,argF,JW0266,-,288525,289529,288546,289526,b0273,-,288525,289529,288546,289526,8,8,100.0 ,0.757 ,0.277 ,0.241 ,N,N,u,-3,,,,,,
none,none,JW5028,+,289734,289862,289737,289841,none,+,289734,289862,289737,289841,8,8,100.0 ,0.684 ,0.190 ,0.344 ,-,u,u,-1.5,,,,,,
ECK0022,insB,JW0268,-,289873,290376,N.T.,N.T.,b0274,-,289873,290376,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N,u,u,-0.5,,,,,,
ECK0023,insA,JW0269,-,290295,290570,N.T.,N.T.,b0275,-,290295,290570,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,X,u,u,0,,,,,,
ECK0275,yagJ,JW0270,+,290724,291455,290727,291434,b0276,+,290724,291455,290727,291434,8,8,100.0 ,0.751 ,0.327 ,0.367 ,N,N,N,-4,,,,,,
ECK0276,yagK,JW0271,-,291546,292172,291567,292169,b0277,-,291546,292172,291567,292169,8,8,100.0 ,0.735 ,0.309 ,0.384 ,N,N,N,-4,,,,,,
ECK0277,yagL,JW0272,-,292444,293142,292465,293139,b0278,-,292444,293142,292465,293139,8,8,100.0 ,0.832 ,0.329 ,0.338 ,N,N,u,-3,,,,,,
ECK0278,yagM,JW0273,-,293169,294023,293190,294020,b0279,-,293169,294023,293190,294020,2,4,50.0 ,0.515 ,0.281 ,0.372 ,N,N,N,-4,,,,,,
none,none,JW5029,-,294142,294366,294163,294363,none,-,294142,294366,294163,294363,6,8,75.0 ,0.732 ,0.357 ,0.523 ,-,u,u,-1.5,,,,,,
ECK0279,yagN,JW0274,-,294363,294803,294384,294800,b0280,-,294363,294803,294384,294800,4,4,100.0 ,0.818 ,0.268 ,0.290 ,N,N,N,-4,,,,,,
ECK0280,intF,JW0275,-,294920,296320,294941,296317,b0281,-,294920,296320,294941,296317,8,8,100.0 ,0.712 ,0.295 ,0.325 ,N,N,N,-4,,,,,,
ECK0281,yagP,JW0276,-,296605,297015,296626,297012,b0282,-,296605,297015,296626,297012,8,8,100.0 ,0.557 ,0.293 ,0.483 ,N,N,N,-4,,,,,,
ECK0282,yagQ,JW0277,-,296994,297950,297015,297947,b0283,-,296994,297950,297015,297947,8,8,100.0 ,0.566 ,0.235 ,0.246 ,N,N,u,-3,,,,,,
ECK0283,yagR,JW0278,-,297960,300158,297981,300155,b0284,-,297960,300158,297981,300155,6,8,75.0 ,0.772 ,0.295 ,0.306 ,N,N,N,-4,,,,,,
ECK0284,yagS,JW0279,-,300155,301111,300176,301108,b0285,-,300155,301111,300176,301108,8,8,100.0 ,0.788 ,0.273 ,0.125 ,E,N,N,-3,,,,,,
ECK0285,yagT,JW0280,-,301108,301797,301129,301794,b0286,-,301108,301797,301129,301794,8,8,100.0 ,0.800 ,0.249 ,0.275 ,N,N,N,-4,,,,,,
ECK0286,yagU,JW0281,+,302215,302829,302218,302808,b0287,+,302215,302829,302218,302808,8,8,100.0 ,0.851 ,0.188 ,0.249 ,N,N,N,-4,,,,,,
ECK0287,ykgJ,JW0282,-,303077,303406,303098,303403,b0288,-,303077,303406,303098,303403,8,8,100.0 ,0.760 ,0.313 ,0.460 ,?,N,u,-2.5,,,,,,
ECK0288,yagV,JW5030,-,303719,304429,303740,304426,b0289,-,303719,304429,303740,304426,8,8,100.0 ,0.679 ,0.250 ,0.426 ,E,N,u,-2,,,,,,
ECK0289,yagW,JW0284,-,304398,306041,304419,306038,b0290,-,304398,306041,304419,306038,8,8,100.0 ,0.801 ,0.386 ,0.653 ,N,N,N,-4,,,,,,
ECK0290,yagX,JW0285,-,306031,308556,306052,308553,b0291,-,306031,308556,306052,308553,8,8,100.0 ,0.645 ,0.383 ,0.423 ,N,N,u,-3,,,,,,
ECK0291,yagY,JW0286,-,308582,309250,308603,309247,b0292,-,308582,309250,308603,309247,8,8,100.0 ,0.721 ,0.373 ,0.420 ,N,N,N,-4,,,,,,
ECK0292,yagZ,JW0287,-,309308,309895,309329,309892,b0293,-,309308,309895,309329,309892,8,8,100.0 ,0.828 ,0.362 ,0.604 ,N,N,u,-3,,,,,,
ECK0293,ykgK,JW5031,-,309970,310560,309991,310557,b0294,-,309970,310560,309991,310557,6,8,75.0 ,0.668 ,0.238 ,0.223 ,N,N,N,-4,,,,,,
none,none,JW5032,+,311164,311274,311167,311253,none,+,311164,311274,311167,311253,7,8,87.5 ,0.823 ,0.369 ,0.407 ,-,u,u,-1.5,,,,,,
ECK0294,ykgL,JW5033,+,311336,311563,311339,311542,b0295,+,311336,311563,311339,311542,8,8,100.0 ,0.678 ,0.265 ,0.445 ,?,N,u,-2.5,,,,,,
ECK0295,ykgM,JW5034,-,311598,311738,311619,311735,b4506,-,311598,311738,311619,311735,8,8,100.0 ,0.749 ,0.396 ,0.552 ,-,N,N,-3.5,,,,,,
ECK0296,ykgM,JW5035,-,311738,312001,311759,311998,b0296,-,311738,312001,311759,311998,8,8,100.0 ,0.707 ,0.348 ,0.363 ,?,N,N,-3.5,,,,,,
ECK0297,eaeH,JW0291,+,313581,314468,313584,314447,b0297,+,313581,314468,313584,314447,5,8,62.5 ,0.798 ,0.290 ,0.312 ,N,N,u,-3,,,,,,
ECK0298,insE,JW5036,+,314506,314814,N.T.,N.T.,b0298,+,314506,314814,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,E,N,N,-1.5,,,,,,
ECK0299,insF,JW0293,+,314811,315677,N.T.,N.T.,b0299,+,314811,315677,N.T.,N.T.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N,N,u,-1.5,,,,,,
ECK0300,ykgA,JW5037,-,315674,316360,315695,316357,b0300,-,315674,316360,315695,316357,8,8,100.0 ,0.711 ,0.166 ,0.212 ,X,N,u,-2.5,,,,,,
ECK0301,ykgB,JW5038,-,316950,317543,316971,317540,b0301,-,316950,317543,316971,317540,8,8,100.0 ,0.614 ,0.292 ,0.398 ,X,N,u,-2.5,,,,,,
ECK0302,ykgI,JW5039,-,317555,317791,317576,317788,b0303,-,317555,317791,317576,317788,4,8,50.0 ,0.761 ,0.372 ,0.260 ,-,N,u,-2.5,,,,,,
ECK0303,ykgC,JW5040,-,317900,319225,317921,319222,b0304,-,317900,319225,317921,319222,4,8,50.0 ,0.771 ,0.366 ,0.358 ,N,N,u,-3,,,,,,
ECK0304,ykgD,JW0298,+,319451,320305,319454,320284,b0305,+,319451,320305,319454,320284,8,8,100.0 ,0.801 ,0.413 ,0.442 ,N,N,u,-3,,,,,,
ECK0305,ykgE,JW5041,+,320832,321551,320835,321530,b0306,+,320832,321551,320835,321530,8,8,100.0 ,0.884 ,0.346 ,0.414 ,N,N,u,-3,,,,,,
ECK0306,ykgF,JW0300,+,321562,322989,321565,322968,b0307,+,321562,322989,321565,322968,5,8,62.5 ,0.834 ,0.205 ,0.207 ,N,N,N,-4,,,,,,
ECK0307,ykgG,JW5042,+,322982,323677,322985,323656,b0308,+,322982,323677,322985,323656,5,8,62.5 ,0.790 ,0.260 ,0.149 ,N,N,N,-4,,,,,,
ECK0308,ykgH,JW0302,-,323920,324588,323941,324585,b0310,-,323920,324588,323941,324585,2,4,50.0 ,0.753 ,0.373 ,0.418 ,N,N,u,-3,,,,,,
